index,true_age_bin,true_gender,true_race,deepface_age,deepface_gender,gender_confidence
896,0-2,Female,East Asian,30,Woman,"{'Woman': np.float32(99.60174), 'Man': np.float32(0.39826277)}"
902,10-19,Male,Middle Eastern,30,Man,"{'Woman': np.float32(6.408673), 'Man': np.float32(93.591324)}"
905,10-19,Male,Southeast Asian,24,Man,"{'Woman': np.float32(8.312689), 'Man': np.float32(91.68732)}"
907,10-19,Female,Indian,26,Woman,"{'Woman': np.float32(83.881096), 'Man': np.float32(16.118902)}"
914,10-19,Male,Southeast Asian,31,Man,"{'Woman': np.float32(5.0742893), 'Man': np.float32(94.92571)}"
915,10-19,Male,Latino_Hispanic,20,Man,"{'Woman': np.float32(2.6151698), 'Man': np.float32(97.384834)}"
924,10-19,Male,Latino_Hispanic,25,Woman,"{'Woman': np.float32(69.70912), 'Man': np.float32(30.290878)}"
928,10-19,Female,Black,26,Man,"{'Woman': np.float32(3.1129491), 'Man': np.float32(96.887054)}"
929,3-9,Female,Black,26,Man,"{'Woman': np.float32(0.020165531), 'Man': np.float32(99.979836)}"
930,3-9,Male,Black,26,Man,"{'Woman': np.float32(3.1658828), 'Man': np.float32(96.834114)}"
935,3-9,Female,Southeast Asian,34,Woman,"{'Woman': np.float32(94.57449), 'Man': np.float32(5.425513)}"
939,10-19,Female,Indian,27,Man,"{'Woman': np.float32(1.9420683), 'Man': np.float32(98.05793)}"
949,10-19,Female,Middle Eastern,27,Man,"{'Woman': np.float32(17.656843), 'Man': np.float32(82.34316)}"
951,10-19,Female,White,43,Man,"{'Woman': np.float32(15.3470545), 'Man': np.float32(84.65295)}"
959,10-19,Female,East Asian,28,Woman,"{'Woman': np.float32(87.12478), 'Man': np.float32(12.875221)}"
969,10-19,Male,East Asian,21,Man,"{'Woman': np.float32(0.08271809), 'Man': np.float32(99.917274)}"
989,10-19,Female,Middle Eastern,31,Woman,"{'Woman': np.float32(99.63432), 'Man': np.float32(0.36568084)}"
990,3-9,Male,Middle Eastern,40,Man,"{'Woman': np.float32(19.334087), 'Man': np.float32(80.66591)}"
991,3-9,Female,Southeast Asian,37,Man,"{'Woman': np.float32(7.378756), 'Man': np.float32(92.62125)}"
996,10-19,Female,Indian,33,Man,"{'Woman': np.float32(8.729958), 'Man': np.float32(91.27005)}"
998,3-9,Male,White,25,Man,"{'Woman': np.float32(1.9989442), 'Man': np.float32(98.00106)}"
1005,3-9,Female,Black,30,Man,"{'Woman': np.float32(23.307272), 'Man': np.float32(76.69273)}"
1006,10-19,Male,Indian,40,Man,"{'Woman': np.float32(5.232599), 'Man': np.float32(94.767395)}"
1008,10-19,Male,East Asian,25,Man,"{'Woman': np.float32(0.009467219), 'Man': np.float32(99.99053)}"
1013,3-9,Female,East Asian,18,Man,"{'Woman': np.float32(1.4509538), 'Man': np.float32(98.54904)}"
1016,3-9,Male,White,21,Man,"{'Woman': np.float32(0.2045033), 'Man': np.float32(99.795494)}"
1017,0-2,Male,East Asian,20,Man,"{'Woman': np.float32(5.865738), 'Man': np.float32(94.13426)}"
1018,10-19,Female,Black,40,Man,"{'Woman': np.float32(0.20087154), 'Man': np.float32(99.79913)}"
1025,10-19,Female,Latino_Hispanic,33,Woman,"{'Woman': np.float32(72.75603), 'Man': np.float32(27.243969)}"
1035,0-2,Male,Latino_Hispanic,22,Man,"{'Woman': np.float32(1.8436021), 'Man': np.float32(98.156395)}"
1040,10-19,Female,Middle Eastern,34,Man,"{'Woman': np.float32(1.9815471), 'Man': np.float32(98.01845)}"
1041,3-9,Male,Indian,28,Man,"{'Woman': np.float32(1.2329909), 'Man': np.float32(98.767006)}"
1044,3-9,Female,Southeast Asian,30,Woman,"{'Woman': np.float32(95.00328), 'Man': np.float32(4.9967194)}"
1045,10-19,Female,Black,28,Man,"{'Woman': np.float32(0.0922965), 'Man': np.float32(99.9077)}"
1055,3-9,Female,White,31,Woman,"{'Woman': np.float32(95.26236), 'Man': np.float32(4.737637)}"
1061,10-19,Female,Latino_Hispanic,30,Woman,"{'Woman': np.float32(99.95244), 'Man': np.float32(0.047562167)}"
1077,3-9,Female,Middle Eastern,27,Woman,"{'Woman': np.float32(88.32332), 'Man': np.float32(11.676679)}"
1078,3-9,Male,Southeast Asian,28,Man,"{'Woman': np.float32(7.686682), 'Man': np.float32(92.31332)}"
1080,3-9,Male,White,29,Man,"{'Woman': np.float32(27.06612), 'Man': np.float32(72.933876)}"
1083,3-9,Female,White,25,Woman,"{'Woman': np.float32(94.33314), 'Man': np.float32(5.666866)}"
1094,10-19,Female,Indian,34,Man,"{'Woman': np.float32(0.9884867), 'Man': np.float32(99.01152)}"
1095,3-9,Male,Southeast Asian,30,Woman,"{'Woman': np.float32(84.533676), 'Man': np.float32(15.466327)}"
1106,3-9,Male,Southeast Asian,23,Man,"{'Woman': np.float32(21.814949), 'Man': np.float32(78.18504)}"
1107,3-9,Female,Southeast Asian,31,Man,"{'Woman': np.float32(37.047676), 'Man': np.float32(62.95232)}"
1113,3-9,Female,White,30,Woman,"{'Woman': np.float32(99.65862), 'Man': np.float32(0.3413809)}"
1115,10-19,Male,East Asian,21,Man,"{'Woman': np.float32(3.6285465), 'Man': np.float32(96.37145)}"
1119,3-9,Male,Latino_Hispanic,21,Man,"{'Woman': np.float32(3.6036856), 'Man': np.float32(96.39632)}"
1120,3-9,Male,East Asian,31,Man,"{'Woman': np.float32(1.1599084), 'Man': np.float32(98.840096)}"
1124,10-19,Female,Black,30,Woman,"{'Woman': np.float32(99.606316), 'Man': np.float32(0.39368114)}"
1128,3-9,Male,Black,30,Man,"{'Woman': np.float32(23.739763), 'Man': np.float32(76.26024)}"
1131,0-2,Female,Southeast Asian,26,Man,"{'Woman': np.float32(15.060411), 'Man': np.float32(84.93959)}"
1134,10-19,Male,White,27,Man,"{'Woman': np.float32(0.054310903), 'Man': np.float32(99.945694)}"
1135,10-19,Male,East Asian,23,Man,"{'Woman': np.float32(0.3112303), 'Man': np.float32(99.688774)}"
1136,3-9,Male,Southeast Asian,30,Woman,"{'Woman': np.float32(93.06552), 'Man': np.float32(6.93448)}"
1146,more than 70,Female,East Asian,39,Man,"{'Woman': np.float32(10.209208), 'Man': np.float32(89.790794)}"
1150,3-9,Male,White,30,Man,"{'Woman': np.float32(9.612417), 'Man': np.float32(90.38759)}"
1152,3-9,Female,White,28,Man,"{'Woman': np.float32(18.067966), 'Man': np.float32(81.93203)}"
1161,3-9,Male,Southeast Asian,30,Man,"{'Woman': np.float32(22.608759), 'Man': np.float32(77.39124)}"
1166,10-19,Female,White,26,Man,"{'Woman': np.float32(48.303886), 'Man': np.float32(51.69611)}"
1170,10-19,Female,White,25,Man,"{'Woman': np.float32(1.8360982), 'Man': np.float32(98.1639)}"
1171,10-19,Male,White,26,Woman,"{'Woman': np.float32(61.537235), 'Man': np.float32(38.462765)}"
1172,3-9,Female,White,38,Woman,"{'Woman': np.float32(60.62207), 'Man': np.float32(39.377926)}"
1176,10-19,Male,Middle Eastern,23,Man,"{'Woman': np.float32(0.43647006), 'Man': np.float32(99.56353)}"
1178,10-19,Female,Black,36,Man,"{'Woman': np.float32(4.4200616), 'Man': np.float32(95.57994)}"
1184,3-9,Male,Black,27,Man,"{'Woman': np.float32(5.0588865), 'Man': np.float32(94.94111)}"
1189,10-19,Female,Black,23,Woman,"{'Woman': np.float32(91.20094), 'Man': np.float32(8.799055)}"
1190,10-19,Female,East Asian,28,Woman,"{'Woman': np.float32(98.421814), 'Man': np.float32(1.5781877)}"
1199,0-2,Male,Southeast Asian,32,Man,"{'Woman': np.float32(14.690259), 'Man': np.float32(85.30974)}"
1207,10-19,Male,Southeast Asian,31,Man,"{'Woman': np.float32(10.101315), 'Man': np.float32(89.89868)}"
1218,3-9,Male,Southeast Asian,40,Woman,"{'Woman': np.float32(55.35949), 'Man': np.float32(44.64051)}"
1231,3-9,Female,Southeast Asian,35,Woman,"{'Woman': np.float32(95.83478), 'Man': np.float32(4.1652155)}"
1234,3-9,Male,East Asian,29,Man,"{'Woman': np.float32(3.8423762), 'Man': np.float32(96.157616)}"
1236,3-9,Male,Southeast Asian,37,Man,"{'Woman': np.float32(1.3831885), 'Man': np.float32(98.616806)}"
1238,3-9,Male,Black,33,Man,"{'Woman': np.float32(0.38936037), 'Man': np.float32(99.610634)}"
1240,3-9,Female,Black,23,Man,"{'Woman': np.float32(44.458725), 'Man': np.float32(55.541275)}"
1247,10-19,Female,White,34,Man,"{'Woman': np.float32(41.490044), 'Man': np.float32(58.509956)}"
1250,3-9,Male,Indian,29,Man,"{'Woman': np.float32(10.889682), 'Man': np.float32(89.11031)}"
1260,10-19,Male,Southeast Asian,28,Man,"{'Woman': np.float32(5.974992), 'Man': np.float32(94.025)}"
1261,3-9,Female,Southeast Asian,30,Man,"{'Woman': np.float32(2.911908), 'Man': np.float32(97.08809)}"
1264,0-2,Female,East Asian,28,Woman,"{'Woman': np.float32(62.088966), 'Man': np.float32(37.91103)}"
1267,10-19,Female,Black,36,Man,"{'Woman': np.float32(28.333437), 'Man': np.float32(71.66656)}"
1270,3-9,Male,East Asian,33,Man,"{'Woman': np.float32(6.5073094), 'Man': np.float32(93.49268)}"
1274,3-9,Female,White,22,Woman,"{'Woman': np.float32(93.803856), 'Man': np.float32(6.196137)}"
1275,10-19,Female,East Asian,29,Woman,"{'Woman': np.float32(97.71888), 'Man': np.float32(2.2811153)}"
1288,3-9,Female,White,33,Woman,"{'Woman': np.float32(99.95478), 'Man': np.float32(0.04521917)}"
1293,3-9,Male,Black,31,Man,"{'Woman': np.float32(5.4389467), 'Man': np.float32(94.56104)}"
1299,3-9,Male,Latino_Hispanic,29,Man,"{'Woman': np.float32(14.914973), 'Man': np.float32(85.08503)}"
1302,10-19,Female,Middle Eastern,32,Woman,"{'Woman': np.float32(69.11206), 'Man': np.float32(30.887934)}"
1303,10-19,Female,East Asian,31,Man,"{'Woman': np.float32(29.413307), 'Man': np.float32(70.58669)}"
1307,3-9,Male,East Asian,29,Man,"{'Woman': np.float32(11.173769), 'Man': np.float32(88.82623)}"
1309,0-2,Male,White,34,Woman,"{'Woman': np.float32(73.530464), 'Man': np.float32(26.469532)}"
1313,10-19,Male,Indian,35,Man,"{'Woman': np.float32(2.7895455), 'Man': np.float32(97.21046)}"
1318,10-19,Female,East Asian,34,Man,"{'Woman': np.float32(11.417389), 'Man': np.float32(88.58262)}"
1323,3-9,Female,Black,28,Woman,"{'Woman': np.float32(94.53865), 'Man': np.float32(5.4613566)}"
1325,3-9,Male,White,22,Man,"{'Woman': np.float32(1.4155918), 'Man': np.float32(98.584404)}"
1336,10-19,Male,East Asian,31,Man,"{'Woman': np.float32(0.295806), 'Man': np.float32(99.704185)}"
1339,3-9,Female,Indian,28,Man,"{'Woman': np.float32(20.482822), 'Man': np.float32(79.51719)}"
1340,10-19,Male,Black,32,Man,"{'Woman': np.float32(0.2050168), 'Man': np.float32(99.79499)}"
1347,3-9,Male,Latino_Hispanic,23,Man,"{'Woman': np.float32(7.502715), 'Man': np.float32(92.497284)}"
1348,10-19,Male,Latino_Hispanic,28,Man,"{'Woman': np.float32(9.14738), 'Man': np.float32(90.85262)}"
1349,3-9,Male,Latino_Hispanic,34,Woman,"{'Woman': np.float32(51.1053), 'Man': np.float32(48.8947)}"
1352,3-9,Female,Middle Eastern,39,Woman,"{'Woman': np.float32(72.60746), 'Man': np.float32(27.392536)}"
1354,3-9,Female,White,34,Woman,"{'Woman': np.float32(96.86016), 'Man': np.float32(3.1398394)}"
1356,3-9,Male,Black,34,Man,"{'Woman': np.float32(0.17623797), 'Man': np.float32(99.82376)}"
1361,0-2,Male,White,23,Woman,"{'Woman': np.float32(64.959595), 'Man': np.float32(35.040398)}"
1363,3-9,Male,Black,26,Man,"{'Woman': np.float32(6.797029), 'Man': np.float32(93.20298)}"
1366,3-9,Male,Black,43,Man,"{'Woman': np.float32(10.248146), 'Man': np.float32(89.751854)}"
1373,3-9,Female,Middle Eastern,29,Man,"{'Woman': np.float32(30.742962), 'Man': np.float32(69.25704)}"
1380,3-9,Male,Indian,32,Woman,"{'Woman': np.float32(85.9018), 'Man': np.float32(14.0982)}"
1386,3-9,Male,Black,28,Woman,"{'Woman': np.float32(56.598473), 'Man': np.float32(43.401524)}"
1387,3-9,Female,Latino_Hispanic,25,Man,"{'Woman': np.float32(4.043008), 'Man': np.float32(95.956985)}"
1390,3-9,Female,Latino_Hispanic,25,Man,"{'Woman': np.float32(12.022393), 'Man': np.float32(87.977615)}"
1395,10-19,Female,Indian,28,Man,"{'Woman': np.float32(0.36863187), 'Man': np.float32(99.63138)}"
1397,3-9,Female,Latino_Hispanic,28,Man,"{'Woman': np.float32(6.796964), 'Man': np.float32(93.20304)}"
1400,3-9,Female,Black,38,Man,"{'Woman': np.float32(14.3975315), 'Man': np.float32(85.60247)}"
1407,3-9,Female,Indian,34,Man,"{'Woman': np.float32(0.13121058), 'Man': np.float32(99.86879)}"
1409,3-9,Male,Indian,24,Man,"{'Woman': np.float32(0.7373803), 'Man': np.float32(99.26263)}"
1414,3-9,Female,East Asian,29,Man,"{'Woman': np.float32(22.210342), 'Man': np.float32(77.78966)}"
1416,10-19,Female,Latino_Hispanic,26,Woman,"{'Woman': np.float32(87.60296), 'Man': np.float32(12.397042)}"
1422,10-19,Female,Black,31,Man,"{'Woman': np.float32(48.258244), 'Man': np.float32(51.741756)}"
1429,10-19,Male,Latino_Hispanic,25,Man,"{'Woman': np.float32(44.56752), 'Man': np.float32(55.43248)}"
1432,10-19,Female,Black,29,Man,"{'Woman': np.float32(9.741501), 'Man': np.float32(90.2585)}"
1433,10-19,Male,Black,30,Man,"{'Woman': np.float32(2.0690386), 'Man': np.float32(97.930954)}"
1436,3-9,Male,Indian,33,Woman,"{'Woman': np.float32(53.075302), 'Man': np.float32(46.924694)}"
1437,10-19,Male,Black,29,Man,"{'Woman': np.float32(18.589384), 'Man': np.float32(81.410614)}"
1440,3-9,Female,East Asian,27,Man,"{'Woman': np.float32(49.100113), 'Man': np.float32(50.899887)}"
1450,10-19,Male,White,34,Man,"{'Woman': np.float32(21.18759), 'Man': np.float32(78.812416)}"
1451,10-19,Male,Latino_Hispanic,27,Man,"{'Woman': np.float32(1.044136), 'Man': np.float32(98.95586)}"
1454,10-19,Female,Black,26,Woman,"{'Woman': np.float32(95.74897), 'Man': np.float32(4.2510314)}"
1455,10-19,Female,Latino_Hispanic,31,Woman,"{'Woman': np.float32(67.51427), 'Man': np.float32(32.485737)}"
1465,more than 70,Female,Black,43,Man,"{'Woman': np.float32(16.009403), 'Man': np.float32(83.9906)}"
1471,10-19,Male,Southeast Asian,32,Man,"{'Woman': np.float32(7.112175), 'Man': np.float32(92.88782)}"
1474,3-9,Male,Black,28,Man,"{'Woman': np.float32(1.1797689), 'Man': np.float32(98.82023)}"
1480,10-19,Male,Latino_Hispanic,29,Man,"{'Woman': np.float32(6.7480907), 'Man': np.float32(93.25191)}"
1481,10-19,Male,Southeast Asian,39,Man,"{'Woman': np.float32(1.6566247), 'Man': np.float32(98.34337)}"
1490,3-9,Female,White,31,Woman,"{'Woman': np.float32(70.0642), 'Man': np.float32(29.935799)}"
1496,3-9,Male,Latino_Hispanic,27,Man,"{'Woman': np.float32(3.5028226), 'Man': np.float32(96.49718)}"
1503,10-19,Female,Latino_Hispanic,36,Woman,"{'Woman': np.float32(77.22272), 'Man': np.float32(22.777283)}"
1517,10-19,Female,Black,29,Man,"{'Woman': np.float32(3.8886852), 'Man': np.float32(96.11131)}"
1523,10-19,Male,Latino_Hispanic,23,Man,"{'Woman': np.float32(0.032706164), 'Man': np.float32(99.9673)}"
1525,10-19,Female,Black,28,Woman,"{'Woman': np.float32(92.67603), 'Man': np.float32(7.3239713)}"
1529,10-19,Male,Black,28,Man,"{'Woman': np.float32(0.28839877), 'Man': np.float32(99.71159)}"
1532,3-9,Male,East Asian,29,Woman,"{'Woman': np.float32(75.53809), 'Man': np.float32(24.461903)}"
1536,3-9,Female,Southeast Asian,23,Man,"{'Woman': np.float32(33.65343), 'Man': np.float32(66.346565)}"
1538,3-9,Male,Southeast Asian,29,Man,"{'Woman': np.float32(8.7944765), 'Man': np.float32(91.20553)}"
1541,3-9,Male,White,34,Woman,"{'Woman': np.float32(50.7697), 'Man': np.float32(49.230305)}"
1543,10-19,Male,Black,29,Man,"{'Woman': np.float32(0.19325201), 'Man': np.float32(99.80675)}"
1547,3-9,Male,Latino_Hispanic,33,Woman,"{'Woman': np.float32(69.29451), 'Man': np.float32(30.705488)}"
1554,3-9,Female,Indian,28,Man,"{'Woman': np.float32(18.22951), 'Man': np.float32(81.77049)}"
1555,10-19,Male,Black,32,Man,"{'Woman': np.float32(13.244266), 'Man': np.float32(86.75574)}"
1557,10-19,Female,Latino_Hispanic,34,Woman,"{'Woman': np.float32(99.78737), 'Man': np.float32(0.2126339)}"
1564,3-9,Female,Southeast Asian,32,Man,"{'Woman': np.float32(17.339916), 'Man': np.float32(82.66009)}"
1566,3-9,Male,East Asian,37,Woman,"{'Woman': np.float32(53.85489), 'Man': np.float32(46.145107)}"
1567,10-19,Female,Black,38,Man,"{'Woman': np.float32(12.558264), 'Man': np.float32(87.44174)}"
1573,10-19,Female,White,27,Woman,"{'Woman': np.float32(97.829506), 'Man': np.float32(2.1704984)}"
1574,10-19,Male,Southeast Asian,32,Man,"{'Woman': np.float32(2.132255), 'Man': np.float32(97.86775)}"
1586,10-19,Male,Black,37,Man,"{'Woman': np.float32(7.6107936), 'Man': np.float32(92.389206)}"
1587,3-9,Male,Middle Eastern,34,Man,"{'Woman': np.float32(16.729046), 'Man': np.float32(83.27095)}"
1589,10-19,Female,Middle Eastern,39,Man,"{'Woman': np.float32(6.208109), 'Man': np.float32(93.79189)}"
1590,more than 70,Female,Indian,49,Man,"{'Woman': np.float32(0.006939692), 'Man': np.float32(99.993065)}"
1596,10-19,Male,Latino_Hispanic,32,Woman,"{'Woman': np.float32(82.76494), 'Man': np.float32(17.235058)}"
1598,10-19,Female,Latino_Hispanic,31,Man,"{'Woman': np.float32(17.957384), 'Man': np.float32(82.04262)}"
1607,10-19,Male,Latino_Hispanic,34,Woman,"{'Woman': np.float32(80.31053), 'Man': np.float32(19.689463)}"
1609,3-9,Female,Black,29,Man,"{'Woman': np.float32(17.142992), 'Man': np.float32(82.85701)}"
1622,10-19,Female,Indian,44,Man,"{'Woman': np.float32(32.301968), 'Man': np.float32(67.69803)}"
1628,10-19,Male,Latino_Hispanic,28,Man,"{'Woman': np.float32(14.303318), 'Man': np.float32(85.69668)}"
1633,3-9,Male,Black,37,Man,"{'Woman': np.float32(2.2062068), 'Man': np.float32(97.79379)}"
1636,3-9,Male,Indian,41,Man,"{'Woman': np.float32(12.464638), 'Man': np.float32(87.535355)}"
1638,10-19,Male,White,30,Man,"{'Woman': np.float32(12.262476), 'Man': np.float32(87.73753)}"
1643,10-19,Female,East Asian,44,Man,"{'Woman': np.float32(16.390423), 'Man': np.float32(83.60957)}"
1644,3-9,Male,East Asian,35,Man,"{'Woman': np.float32(16.482964), 'Man': np.float32(83.51704)}"
1647,10-19,Male,Latino_Hispanic,35,Woman,"{'Woman': np.float32(58.42568), 'Man': np.float32(41.57432)}"
1648,10-19,Male,East Asian,24,Man,"{'Woman': np.float32(0.20946455), 'Man': np.float32(99.790535)}"
1649,3-9,Female,East Asian,28,Man,"{'Woman': np.float32(24.934114), 'Man': np.float32(75.06588)}"
1650,10-19,Female,Black,29,Man,"{'Woman': np.float32(23.67518), 'Man': np.float32(76.324814)}"
1660,10-19,Male,Latino_Hispanic,30,Man,"{'Woman': np.float32(35.915127), 'Man': np.float32(64.08488)}"
1667,3-9,Male,White,21,Woman,"{'Woman': np.float32(89.70319), 'Man': np.float32(10.296807)}"
1669,3-9,Male,Indian,23,Man,"{'Woman': np.float32(8.272864), 'Man': np.float32(91.727135)}"
1675,10-19,Male,White,22,Man,"{'Woman': np.float32(14.230503), 'Man': np.float32(85.76949)}"
1677,10-19,Male,Indian,33,Man,"{'Woman': np.float32(32.96099), 'Man': np.float32(67.03902)}"
1679,10-19,Female,White,28,Woman,"{'Woman': np.float32(99.01675), 'Man': np.float32(0.9832521)}"
1683,10-19,Male,East Asian,31,Man,"{'Woman': np.float32(5.206801), 'Man': np.float32(94.7932)}"
1684,3-9,Male,Southeast Asian,30,Man,"{'Woman': np.float32(46.12268), 'Man': np.float32(53.87732)}"
1685,3-9,Male,Southeast Asian,15,Man,"{'Woman': np.float32(1.5653977), 'Man': np.float32(98.43461)}"
1686,0-2,Male,East Asian,25,Man,"{'Woman': np.float32(41.986145), 'Man': np.float32(58.01385)}"
1689,10-19,Female,Latino_Hispanic,30,Man,"{'Woman': np.float32(4.115432), 'Man': np.float32(95.88457)}"
1691,10-19,Male,White,25,Man,"{'Woman': np.float32(5.2194505), 'Man': np.float32(94.780556)}"
1702,10-19,Female,Southeast Asian,32,Woman,"{'Woman': np.float32(98.61201), 'Man': np.float32(1.3879902)}"
1703,3-9,Female,East Asian,19,Man,"{'Woman': np.float32(23.83849), 'Man': np.float32(76.16151)}"
1705,3-9,Female,White,25,Man,"{'Woman': np.float32(5.7528453), 'Man': np.float32(94.24715)}"
1707,3-9,Female,Black,28,Man,"{'Woman': np.float32(28.01246), 'Man': np.float32(71.98754)}"
1715,10-19,Female,Latino_Hispanic,42,Man,"{'Woman': np.float32(17.600172), 'Man': np.float32(82.399826)}"
1719,3-9,Female,Southeast Asian,28,Man,"{'Woman': np.float32(21.556244), 'Man': np.float32(78.443756)}"
1725,10-19,Female,White,29,Woman,"{'Woman': np.float32(99.82578), 'Man': np.float32(0.17421998)}"
1727,0-2,Male,Black,35,Man,"{'Woman': np.float32(40.528996), 'Man': np.float32(59.471004)}"
1728,10-19,Female,Latino_Hispanic,28,Man,"{'Woman': np.float32(10.465475), 'Man': np.float32(89.53453)}"
1731,10-19,Male,Middle Eastern,33,Man,"{'Woman': np.float32(36.572002), 'Man': np.float32(63.427998)}"
1732,3-9,Female,East Asian,21,Woman,"{'Woman': np.float32(68.09788), 'Man': np.float32(31.902119)}"
1735,10-19,Female,Latino_Hispanic,27,Woman,"{'Woman': np.float32(99.02757), 'Man': np.float32(0.97242326)}"
1742,3-9,Male,Indian,33,Man,"{'Woman': np.float32(0.90112984), 'Man': np.float32(99.09887)}"
1749,more than 70,Male,East Asian,44,Man,"{'Woman': np.float32(0.274367), 'Man': np.float32(99.72563)}"
1752,3-9,Male,Southeast Asian,24,Man,"{'Woman': np.float32(7.5329823), 'Man': np.float32(92.467026)}"
1759,10-19,Male,Southeast Asian,24,Man,"{'Woman': np.float32(4.8074083), 'Man': np.float32(95.19259)}"
1760,3-9,Female,White,31,Woman,"{'Woman': np.float32(60.82488), 'Man': np.float32(39.17512)}"
1761,3-9,Male,Southeast Asian,32,Man,"{'Woman': np.float32(2.5743217), 'Man': np.float32(97.425674)}"
1766,3-9,Male,Black,28,Man,"{'Woman': np.float32(45.005), 'Man': np.float32(54.995)}"
1768,10-19,Male,East Asian,33,Man,"{'Woman': np.float32(15.025212), 'Man': np.float32(84.974785)}"
1772,3-9,Female,Black,28,Man,"{'Woman': np.float32(36.510605), 'Man': np.float32(63.489395)}"
